05.05.23.1.Tok

1) Time, sec.
2) Voltage, mV

0.00	1163
1.00	1163
2.00	1164
3.00	1163
4.00	1142
5.00	1121
6.00	1100
7.00	1072
8.00	1049
9.00	1029
10.00	1024
11.00	1008
12.00	990
13.00	977
14.00	962
15.00	946
16.00	931
17.00	915
18.00	901
19.00	886
20.00	870
21.00	854
22.00	839
23.00	823
24.00	808
25.00	793
26.00	778
27.00	764
28.00	750
29.00	738
30.00	724
31.00	711
32.00	698
33.00	686
34.00	673
35.00	662
36.00	649
37.00	638
38.00	627
39.00	616
40.00	606
41.00	595
42.00	585
43.00	576
44.00	565
45.00	555
46.00	546
47.00	537
48.00	528
49.00	519
50.00	511
51.00	503
52.00	495
53.00	486
54.00	478
55.00	470
56.00	463
57.00	456
58.00	449
59.00	442
60.00	435
61.00	428
62.00	422
63.00	415
64.00	409
65.00	403
66.00	397
67.00	390
68.00	385
69.00	379
70.00	374
71.00	369
72.00	364
73.00	359
74.00	354
75.00	348
76.00	343
77.00	339
78.00	334
79.00	329
80.00	325
81.00	321
82.00	318
83.00	313
84.00	308
85.00	304
86.00	301
87.00	297
88.00	293
89.00	289
90.00	286
91.00	283
92.00	280
93.00	276
94.00	273
95.00	270
96.00	267
97.00	263
98.00	261
99.00	258
100.00	255
101.00	252
102.00	249
103.00	247
104.00	245
105.00	242
106.00	239
107.00	237
108.00	235
109.00	232
110.00	230
111.00	227
112.00	225
113.00	223
114.00	221
115.00	219
116.00	217
117.00	216
118.00	213
119.00	212
120.00	210
121.00	208
122.00	206
123.00	204
124.00	203
125.00	201
126.00	200
127.00	198
128.00	197
129.00	194
130.00	193
131.00	192
132.00	191
133.00	189
134.00	188
135.00	186
136.00	185
137.00	184
138.00	183
139.00	182
140.00	181
141.00	180
142.00	178
143.00	177
144.00	177
145.00	175
146.00	174
147.00	172
148.00	171
149.00	171
150.00	170
151.00	169
152.00	169
153.00	167
154.00	166
155.00	165
156.00	164
157.00	164
158.00	162
159.00	162
160.00	161
161.00	161
162.00	160
163.00	159
164.00	159
165.00	158
166.00	157
167.00	157
168.00	156
169.00	155
170.00	154
171.00	154
172.00	153
173.00	152
174.00	152
175.00	151
176.00	150
177.00	150
178.00	149
179.00	149
180.00	149
181.00	147
182.00	146
183.00	146
184.00	146
185.00	146
186.00	145
187.00	144
188.00	144
189.00	143
190.00	142
191.00	142
192.00	142
193.00	141
194.00	141
195.00	141
196.00	139
197.00	139
198.00	138
199.00	138
200.00	137
201.00	137
202.00	137
203.00	136
204.00	137
205.00	136
206.00	136
207.00	135
208.00	135
209.00	134
210.00	133
211.00	133
212.00	132
213.00	132
214.00	132
215.00	131
216.00	131
217.00	131
218.00	131
219.00	131
220.00	130
221.00	130
222.00	130
223.00	129
224.00	129
225.00	129
226.00	129
227.00	128
228.00	127
229.00	127
230.00	126
231.00	126
232.00	126
233.00	126
234.00	126
235.00	126
236.00	125
237.00	125
238.00	125
239.00	124
240.00	124
241.00	123
242.00	123
243.00	123
244.00	123
245.00	123
246.00	123
247.00	122
248.00	122
249.00	121
250.00	121
251.00	121
252.00	121
253.00	121
254.00	121
255.00	121
256.00	120
257.00	120
258.00	121
259.00	120
260.00	120
261.00	120
262.00	119
263.00	119
264.00	119
265.00	119
266.00	119
267.00	118
268.00	117
269.00	118
270.00	118
271.00	118
272.00	117
273.00	117
274.00	116
275.00	116
276.00	116
277.00	116
278.00	116
279.00	116
280.00	115
281.00	115
282.00	116
283.00	115
284.00	115
285.00	115
286.00	115
287.00	114
288.00	114
289.00	114
290.00	113
291.00	114
292.00	113
293.00	113
294.00	113
295.00	113
296.00	113
297.00	113
298.00	113
299.00	112
300.00	112
301.00	112
302.00	112
303.00	112
304.00	112
305.00	112
306.00	111
307.00	111
308.00	111
309.00	111
310.00	111
311.00	111
312.00	111
313.00	111
314.00	110
315.00	110
316.00	111
317.00	110
318.00	110
319.00	110
320.00	110
321.00	109
322.00	109
323.00	109
324.00	109
325.00	109
326.00	109
327.00	109
328.00	109
329.00	109
330.00	109
331.00	108
332.00	108
333.00	108
334.00	109
335.00	108
336.00	108
337.00	108
338.00	108
339.00	107
340.00	107
341.00	107
342.00	106
343.00	107
344.00	107
345.00	107
346.00	107
347.00	107
348.00	106
349.00	106
350.00	106
351.00	106
352.00	106
353.00	106
354.00	106
355.00	106
356.00	106
357.00	105
358.00	106
359.00	106
360.00	106
361.00	106
362.00	106
363.00	105
364.00	105
365.00	105
366.00	105
367.00	105
368.00	105
369.00	104
370.00	105
371.00	104
372.00	104
373.00	103
374.00	103
375.00	104
376.00	104
377.00	104
378.00	104
379.00	104
380.00	104
381.00	103
382.00	103
383.00	103
384.00	103
385.00	103
386.00	103
387.00	103
388.00	103
389.00	103
390.00	103
391.00	103
392.00	102
393.00	102
394.00	102
395.00	103
396.00	103
397.00	102
398.00	102
399.00	102
400.00	102
401.00	102
402.00	101
403.00	101
404.00	101
405.00	101
406.00	101
407.00	101
408.00	101
409.00	101
410.00	101
411.00	101
412.00	101
413.00	101
414.00	101
415.00	101
416.00	100
417.00	100
418.00	100
419.00	101
420.00	100
421.00	101
422.00	101
423.00	101
424.00	101
425.00	100
426.00	100
427.00	100
428.00	100
429.00	100
430.00	100
431.00	99
432.00	99
433.00	99
434.00	99
435.00	99
436.00	99
437.00	99
438.00	99
439.00	99
440.00	99
441.00	99
442.00	99
443.00	99
444.00	99
445.00	98
446.00	99
447.00	98
448.00	98
449.00	98
450.00	98
451.00	98
452.00	98
453.00	99
454.00	98
455.00	98
456.00	99
457.00	98
458.00	98
459.00	98
460.00	98
461.00	98
462.00	98
463.00	98
464.00	98
465.00	98
466.00	97
467.00	97
468.00	97
469.00	97
470.00	97
471.00	97
472.00	97
473.00	96
474.00	97
475.00	96
476.00	96
477.00	96
478.00	96
479.00	96
480.00	96
481.00	96
482.00	96
