12.03.23 Tok.mnozhitel 10^-2
455.00	417
456.00	416
457.00	416
458.00	415
459.00	415
460.00	415
461.00	415
462.00	414
463.00	414
464.00	414
465.00	414
466.00	413
467.00	413
468.00	412
469.00	412
470.00	412
471.00	411
472.00	411
473.00	410
474.00	410
475.00	410
476.00	409
477.00	409
478.00	409
